id,price
9180,18251773.471602175
8798,6303357.863771541
1141,18358573.816517796
6493,9741411.691306848
7929,11830978.637518499
11335,7133326.446935038
4929,8084278.782550411
1047,15637558.804954257
3209,11315748.304196991
1556,12720703.609620115
6484,8118637.635004048
4420,12665191.6292069
8797,7093321.338784177
11101,12790020.187060589
4361,9643268.61125231
11107,9195178.334175056
2046,5465084.147538702
8950,8049288.469712243
6229,9796566.293291755
11745,6284966.787986478
9237,8240705.288604214
6836,10351516.915144216
3748,8078013.595745783
10680,10923707.151047552
454,8484572.502753165
10947,8063614.913293673
8912,6706114.585432124
4663,8269186.666976054
5107,14240587.398165526
4451,8527786.258798415
5117,11774052.944539499
4119,5163876.163195047
7516,13781221.30082715
4406,7751143.490251616
6673,7107722.486234261
5576,7510873.912516885
7056,15332773.584046273
5814,10114387.702299507
12005,6285349.614894937
2755,3713748.3328899276
8370,8072619.628032022
8465,9827297.80692024
6393,8558708.870325236
2841,7566215.17363559
3331,8482111.732264465
2248,7817783.782070044
1626,11161946.583443757
4192,8607945.469561324
4009,5556503.640963892
9949,6005178.2362005655
8688,12705839.185038883
3555,16869671.40585036
7755,17858682.855645653
9900,18628433.92496876
9953,9774996.055880852
247,7704259.584891349
8424,10402619.684164455
3573,9384850.466001393
8474,9423304.719306726
3257,12710549.079612155
4783,9165618.645350473
10096,8874477.621555915
6207,9168871.958561923
6017,10082253.224081142
7084,7313458.472521445
3168,9600977.18515787
9014,11194203.681018986
2832,7184944.564871585
6664,8089759.876553482
11570,8014024.013478088
11820,8409777.19214492
10387,9242955.98913731
8767,13194532.994526356
3961,15570831.034140388
4818,8338350.836775195
10931,7956138.918490845
8399,6688288.164839697
3568,8355621.952230092
11097,7881137.040087238
11799,8279305.9268781375
9500,9707115.484993612
5920,7888305.391097374
8552,8229937.322680054
9053,11147318.778197855
1145,7365532.699181768
649,18017736.519182272
3552,10735313.691229906
11019,6609256.968758045
1638,9456054.313890468
1033,7539488.261556791
8612,13794255.430287978
1890,9181522.357396528
4382,5524617.553694999
2956,10361350.762929616
7246,8547257.370570611
1464,6989539.833446653
9708,5373537.927274221
9336,4541329.814725877
7186,13114922.406577786
8734,10212057.166335711
3475,5676261.689976838
3377,11981918.59314577
11549,14736315.783781722
11576,8335877.374734734
1540,6464588.6397504825
8422,11347492.454543542
9399,11137328.580801412
1296,10294317.241371004
3016,7265005.834529575
4874,9065796.105528101
4415,7820635.719939289
2610,8458249.137477849
11847,15317172.464192962
8344,9993480.453264417
6465,12876839.638588201
3720,18780576.30906905
9052,13993564.279497918
1267,8022480.601778271
2233,9853495.341521414
2560,15551627.781346837
10858,5772459.22217159
6974,13465422.496927323
12187,11489207.57241162
8832,12379398.996525299
9034,9868334.618055532
2968,12044678.281076428
11789,6614579.941082884
3674,8619693.10049122
1504,8581921.692957584
9481,6154733.91218389
6824,7492484.975991773
10638,9712954.839149475
1728,16091155.851023547
7694,7222941.188905958
2453,11378308.22228017
5204,10934056.752467858
2899,10211663.807909258
4454,9260903.57282103
2580,9602491.10172552
7144,7646267.028902292
11304,7795302.530564596
7207,6582771.675361246
1529,7076915.785988949
1325,12159374.780618748
10259,10284018.666309232
2229,7776624.006058996
3721,7888555.74812237
11106,10053651.621890547
6693,8490972.46748731
11622,13727425.834841108
2380,7825643.303761913
7057,12458761.34708696
7139,7908416.172486217
9913,14629265.554680727
2223,13031435.00246779
11424,5109329.242521526
7278,10392114.57176909
6098,9189847.200190406
5469,9073821.361577118
9834,7468568.955686439
5565,5779742.585689577
1549,12215068.966107665
1897,13879102.667425955
6013,6293428.887620047
10091,17290047.761613056
5693,7329433.551875052
10099,8674797.927213615
1668,6769427.668511033
599,6398970.804280307
4121,13837526.809137916
6197,5855073.154069528
6862,6560144.1033213595
4386,5261088.755378334
1881,5073665.453951375
2699,15327186.874988012
9009,7531674.806564199
994,14360526.692824405
396,8478595.549098266
8504,13329606.731987448
12012,9446438.293569524
1962,7836918.509651002
2442,5378630.32160634
10632,8760648.05360514
10802,8730880.023126898
1388,9824089.99413522
9570,7831695.086249913
10152,13904288.546281079
11373,4501770.598913965
4143,5341184.481238464
8745,16697165.801842911
6589,4627607.809274423
8812,8120827.285136194
9854,8350218.08308008
10690,10139663.036828442
2661,10056641.279023884
11446,12022077.863838866
1129,8533751.79349972
5315,18655199.039428726
1207,11516503.517715858
2863,13061417.1452288
3098,8532730.740425404
4178,9460364.479304276
5679,11488236.83677987
4457,12478598.796713948
5539,6766702.639407923
11024,8587382.774684815
4367,4680343.668731019
8311,7383456.776218782
1785,6735502.020301511
6885,13141568.079800304
9074,9040959.406442896
5770,14356945.607755464
6452,12225535.267578857
9049,10880102.572234372
10242,10459855.506479565
9960,7065868.446506024
4085,7331188.052445054
11363,6806709.8172761435
9308,11095929.089922778
11382,7232224.281193281
1413,4255383.455503074
9004,6872212.647644101
9846,7971116.620037991
5303,6641602.075909474
7940,5558318.422519258
6280,13548768.551927673
9558,12983986.871657986
10148,14403253.803650677
7317,6619002.340185062
6749,14320096.038743982
10194,6187738.122448086
1821,12027617.43955343
9556,4848264.854889696
6170,9011542.757511774
6109,14033543.142292622
7615,8041512.453629845
10594,5680475.322991907
2868,11273433.693822773
4047,10462500.506495887
10990,8235465.805340413
19,6874917.046718016
10241,9872573.585378027
1130,11689805.438371254
6181,7081762.811868994
6775,4210065.043298844
1777,10383747.022312272
2146,6085249.695789023
8417,17001326.36399078
10409,19002386.17130889
7456,7599322.341993237
10224,8274145.756313583
6297,10142784.13672084
5470,9387523.014925564
6854,8565021.125430264
3662,8884241.203221327
6455,11839737.585305527
2544,7094648.562498713
11997,8674469.627517968
5578,5416400.890910342
2613,9837489.423795136
7140,7094850.735722351
11016,6971934.330023869
9057,8297950.377273868
7714,18765183.627762817
3969,7185119.220324028
4392,8146197.752084166
11560,9420623.883382197
501,4164641.550361124
3660,6646482.31561693
9888,9044784.868499203
1352,9290475.7916884
11211,7918417.308379563
4835,12660707.044942023
1553,9492449.230372176
2568,9828182.86910822
6901,4673283.3010706
8066,7604173.759586073
5223,5823413.098450925
5867,5766677.399451428
5037,7732924.722300536
4459,13809299.387213295
1286,10493224.750602813
8435,7980258.6724810945
1215,9549876.130492624
2355,7078416.665269541
9506,10133168.191352898
4580,9533551.247056557
10299,5290035.1219105525
7134,8114669.812503001
6806,6016084.591047246
7706,10305157.80668312
5824,7962373.994590123
11093,13281391.730087984
7098,8677203.067777788
6062,9139696.6697456
11002,8417876.197480528
11532,15700494.075215183
6447,9215392.641349452
9593,9508323.634184197
10800,16128468.734848082
6224,8184894.329747634
4800,5561172.642892947
11181,9293943.266541827
12039,5332655.438771806
11525,13311658.989186142
6592,8934872.366897356
9411,9135207.342009684
138,12411665.082843293
4369,13374334.337318964
6931,8423010.232475987
1027,13185287.066718455
8551,9448078.21113094
10961,11350759.175518576
7601,6057930.621919513
4805,8900630.633549755
6018,10658290.173237486
4506,6787027.308974658
7830,6134389.633855364
3915,11583951.69414675
10405,8623328.774891376
4893,10295041.451711357
1842,6636804.4589185305
1564,7284882.781734358
5720,9137931.35005779
7219,15748939.069395881
2407,14594863.970267665
4747,6282874.276219421
9515,11865417.782900156
7860,8274199.427219342
5260,11512191.916759688
1122,9717531.217742462
9300,7527722.350099523
10763,14057782.860841343
5632,8507766.176115219
10689,6504961.552336978
3418,9225995.985767957
11659,6494276.018309825
7039,8249965.892279247
6554,5788678.432893286
3380,11489801.531611051
9924,10953854.080770459
10483,6216823.318364035
7080,13280474.600864487
9402,9152500.863278816
7745,8330467.018125306
5282,11325712.500520729
6253,4570934.129172362
1137,6820555.751125827
8573,8340593.349448926
3752,7483933.713462885
353,13713822.978504844
1526,5739200.050566983
9395,12299588.426734257
3312,13223472.501276411
7761,10217989.237153528
8192,9075115.5325377
6821,15239954.91353495
1727,8309514.563655097
845,11030783.705507109
6612,7722751.434277134
2406,11334223.077236073
8437,14709047.15035924
2277,6821791.633870407
6492,5840352.870383762
2081,7873324.030194933
866,12806442.52342966
4654,7891639.174033228
6049,7457050.036650892
7208,13087256.540781965
2308,5769839.176702009
5703,8864747.625696413
9309,9326937.45681166
4218,8930603.915479923
6445,6860099.503685627
8122,6674828.136555934
11234,11773839.191339845
9690,10849563.818126079
2977,9989256.108412104
4596,7168069.299104549
1772,5535423.802969685
6073,6245542.758741232
2518,17505092.93815804
3446,9712861.052810146
5396,13367201.246540593
11266,8686936.548226345
1960,8747655.495726883
2012,6714845.26630308
7027,7037846.003002485
11357,7360080.339250721
3149,18225775.021348882
10380,13662086.471600825
9342,4726206.571961343
10487,7316052.031588325
8855,8479156.933565373
10250,8315310.275047657
7048,11078804.659442564
12037,6297065.498394744
10979,6005865.720988633
603,10997510.06084475
2111,10957085.48542622
5387,12374331.989879683
10791,5795813.775752317
12033,8114970.9518247275
3088,11108359.439234821
677,9926786.004980989
818,9549084.987137798
168,9282724.034886004
11152,8591673.444282902
3728,8269855.362550635
3952,9064126.227725774
4443,18516369.593713753
10529,6490352.563737432
10720,10269481.980408674
2810,12760767.658486096
1749,11927928.837741747
1992,6501229.280014959
12196,12836702.86759371
6633,8652117.348625507
6481,5704051.528719608
7360,8605057.53636539
7739,7865762.499961967
2122,7278118.008721237
5031,7354385.70974465
2645,10833273.099843629
3028,11906242.692742633
9247,7662981.437810714
10253,12369184.360862287
6237,10513017.036033064
11241,5090104.456187637
5218,7268403.554210994
5274,10839505.201690948
4437,7407984.383755814
10755,12559807.927741824
8769,14872476.207403038
7157,13263479.428569729
2650,10456279.2119134
2022,6676262.214132892
10225,5569508.49091548
10557,17997289.136197064
7281,6252099.871629542
3656,7137133.3918184005
5044,6997466.911125267
7975,6787785.667897307
4486,8120086.543841994
3020,14031534.943693079
4462,7767951.556107751
6833,7697101.61087174
1000,6911842.8687644955
11333,8714601.352404991
7811,12619209.306908322
2464,6660157.379572878
9026,17925016.126968566
11307,5991173.960076822
7100,7041104.345532944
1076,14259872.254269715
4020,9830170.5299643
6396,15704025.83614314
10893,9662162.98392653
4632,4632368.105795314
9806,13144194.755977277
7618,10357344.137126198
11982,9811324.71310045
6713,10985724.24114752
9301,5580768.462745497
6922,7749569.007754383
140,11484769.947535252
3162,9455523.363045577
5012,6583417.595036478
7229,7469077.577163114
8937,10238242.09237206
1451,15800756.051748276
11247,6513599.481320511
9061,11743251.496517632
8578,12792692.362413857
12022,9499581.436848246
5964,9060932.249064956
6102,14036164.160346635
53,7711830.959244947
6791,10974756.194725553
10546,6725911.805882012
8108,10788020.465861056
11910,7842310.760414292
10269,16330637.20778003
2317,14109436.220798252
11059,4868505.070554294
676,8830691.731836017
11191,9698910.258700471
4157,8053383.613834798
11712,9013245.78239569
5918,7745330.932180844
573,14615716.268224394
10411,9615381.675048623
7562,6209301.722587384
31,8542656.2283333
10400,4647214.206248385
7652,9594305.61012372
8327,15452830.719052939
10111,7660200.461383877
12177,5905562.85100754
6488,6597201.174590751
49,9265973.878498038
3318,11947552.550321791
3083,10009618.441187136
10825,8864083.05134913
6598,10406411.44059324
658,8034553.546884088
1067,11770149.480448687
10586,6492749.365905266
2754,9334303.86031514
11844,11030071.791911185
6051,12183145.344181782
7752,5722683.808449094
11261,5086157.930705498
5874,8758090.299713384
9289,8943843.434473047
10438,11000839.558812674
5854,12884749.658715885
3498,17614013.306683954
10592,8574947.136950301
57,7630961.830021275
7226,6400048.528137293
290,12320195.475390112
3134,9309673.608627923
558,9074233.268740188
10141,11775927.952495307
1915,5797592.389370946
1291,7037271.003116442
9577,9433269.001357347
4771,16893544.886069
212,6137464.846007703
9998,13051238.394030629
327,8397732.0797999
815,9590259.529390726
11966,18885276.896301813
4605,7496736.386562557
10590,8765668.12953493
5162,15078230.686333023
6282,4149550.0842421968
6978,12481545.54748512
5202,11137838.911484273
3791,6062637.959796891
2559,6667852.417211308
6817,8850130.35098837
8334,9971709.674227845
12062,8655810.53989937
414,4921560.3544686455
7577,10082644.819704896
6382,9683420.42565751
11792,9468422.499911517
4878,8860066.388843203
4342,9390352.228846023
9732,10301693.80901993
1231,17771849.615761932
9374,7787601.5018949825
3241,6994253.831456773
3158,8835064.955323469
4762,14384144.044239828
9285,7214607.656976803
6358,8741415.368870864
3647,12167096.748843383
10244,6041870.203032091
8218,8885819.415621618
9306,8535427.962641057
6403,14128327.942825425
8593,7316050.036785498
4540,10392885.578797987
364,7820441.595634337
6519,6643510.339594271
3544,11305312.322996136
5298,6945318.085465807
1493,9411948.113374695
8610,12406997.41028344
2554,14439622.116685765
5457,5600157.329661631
226,7919840.2995796725
11170,10815431.442910424
11780,10208899.750150198
710,7641933.231519751
6025,8020597.244792371
4620,4032836.558221173
1244,16477043.92126062
9086,12511042.338738587
3132,7920635.408010221
33,6265249.899242063
7941,5663771.027061445
641,16401798.657200301
8809,11960147.954771703
6789,3803019.7014677557
11400,13715908.338329801
9024,10620666.492988613
9218,8559710.225437567
6907,7700965.80393854
6301,10919302.603537576
11993,10627522.659564396
982,9464603.902210642
8765,7351836.839209419
9880,8655665.344515502
7092,5032002.343097102
11117,8681726.711655797
9104,6648055.614923817
7683,10505329.073951313
5955,5778201.981366493
4147,9053597.272272829
10256,7558266.892539672
6216,5043093.0829555895
11189,9090824.040628407
5571,10584307.639033893
8856,8252004.716446786
11888,9908665.381704338
6865,10537326.21028221
8062,5745612.794302595
3897,15722077.653149579
10939,10441379.372992227
3655,10007892.135288699
4289,5777017.321487045
6247,14840076.9517921
11883,10726388.669170583
5695,13952925.686695756
2647,7907769.648383205
1239,6175251.772402957
9220,14429398.14797965
581,7678111.692745743
7154,4993034.481445777
9258,5830548.78864512
2123,5484944.2962350845
1930,13817998.020699361
646,7879195.84322109
5811,11968524.525780547
10754,10419966.493810924
855,11398473.546795867
3131,20085696.837747574
4523,16774832.674435843
8408,17061433.658592433
11062,12899265.31573547
147,7568774.863437067
6741,8236710.152746239
5341,9315865.078935534
9393,4224946.638260957
5835,8420517.454680324
5574,7877321.982145735
10018,5494976.602483417
3287,15109684.474476295
1030,17260067.76603911
9008,7500782.825377072
1968,6508573.229093862
5229,7655557.1844464345
6166,7091739.794079057
267,13566919.431930142
719,14340148.699680177
5264,9690859.432146579
5855,13015111.678332252
8741,5766163.1042327555
11111,8937888.428572867
3022,8748722.18369879
1657,15798101.154937359
5255,10836146.610933926
3829,9483054.514887912
3102,16956725.45149507
1261,10331663.319325766
1125,5187286.199786346
11030,8983133.49537956
10046,10897014.174621861
2372,5901529.632628595
7333,17652127.013266604
4696,10585800.480200708
9988,17129629.667283602
1315,5756517.7449764935
1305,15033396.283788163
8261,7682936.817995101
6168,15378406.581896355
1087,6606979.561015684
8643,12019118.704171294
9575,7775096.092884549
9343,8065253.480331408
1424,7722899.412238033
205,19007625.90848085
134,8792496.863396766
5488,6140747.096362394
688,13459560.518462634
2176,9764217.915840695
2756,11916558.889793776
7293,7180296.820297438
6611,17898723.389736805
9455,12515865.291543668
7235,5859566.184262817
7439,6125054.259394018
6431,8181252.936865956
6140,7404655.82094558
9234,7060890.614206383
1857,10484839.380761754
10412,7364855.406112683
3336,9581420.727254793
6272,13159076.236175818
9311,8526048.93452336
9171,6462767.142514971
4358,9255838.653163003
2246,8661103.117417166
11256,5065638.0720312325
7129,8156010.981735298
10738,7334673.836677494
9669,17537489.624499884
2216,8640816.84477495
11878,8950860.812560828
3667,12666416.14968109
10731,10004402.539775
3659,15312660.16331812
11377,7708234.940353518
10461,15236421.513582611
5065,8583154.10538606
7298,4952612.671379289
1114,4203445.0460986905
2395,7258255.861351832
9512,12101749.86487453
7158,12305790.563522397
7233,5829325.5175019605
10845,8256709.114262557
427,12104806.174910232
5455,6410867.78063724
7813,10352092.831482973
3405,6605340.188046611
6528,6026849.663975055
2796,6652510.061807023
11885,16102387.33792957
6533,8985288.560073793
8165,6564906.956350827
5607,6093678.705589607
322,11287400.76109475
3701,9338388.164943136
3610,17337543.64942111
569,6344383.933282295
11565,7358869.190827062
1019,13300340.126387728
1905,9212684.354298433
9652,8231730.243417802
7289,5090562.961361838
8668,12114896.676539361
1934,12363570.92492738
1383,6588356.522515474
7558,8302662.275203427
12101,4793565.284619845
4969,13859980.2576826
8583,6131039.444891532
1862,9997842.120472172
11393,12064460.962602703
11586,4567132.188598241
2830,7038393.502202491
4759,5582517.002031511
2768,6635310.434630035
10390,19414817.09274797
10718,10965179.948580064
11657,6482506.686343355
10481,6751535.553679838
10061,6897786.634926436
5152,9195455.012755362
3530,15055328.51259816
6074,8520569.258332942
2698,13210114.532670679
10520,6997701.209002141
8773,8036475.283364344
4122,7804562.542433255
11965,8271719.147306553
876,10806800.418487858
2983,9614278.651080946
9641,9067739.910092635
5052,9823168.005957518
1985,7114245.287928364
7468,5234837.779060724
5828,8810481.15625666
10472,12632589.874388918
6588,8010373.6998586
4848,7914956.638288192
9476,20741831.376571774
8815,8110090.904478575
6438,11098612.455838006
12149,6331789.984155093
4722,4476695.260049379
10917,5552568.407843525
7579,5399506.315727087
9676,4806993.032385485
1336,7538482.072898355
9890,6775731.795869946
7471,8579648.830866504
7070,13921207.7505834
8639,12974820.370970828
11813,7242562.9608050985
8584,11543459.345117219
7989,7784372.685690712
11200,7783866.518545899
7847,6761118.104033661
1552,12157240.754634256
6942,11553191.482073622
11139,7635462.603821397
4953,7171081.430882633
5616,18159538.898515407
6330,5019214.425035792
9576,8862228.502692029
10074,5864132.025340673
8929,9816939.809303463
3288,6207440.450823025
6729,11113922.609532883
7228,6633100.086571036
11918,7626415.552109057
9081,10895117.886250302
10553,8755247.006765943
7202,8678456.837283773
8613,14071591.97808977
7575,7355111.346636646
10379,8496681.9631709
11416,8577426.029071968
6916,11185234.449953223
2878,11642740.813746087
4484,8795272.12957634
5988,6559519.584773677
3521,13282667.240053829
10203,5395366.121530678
2408,7982954.237029107
1761,9150685.758436197
7849,6543998.12048142
1036,9087847.812026782
7933,5850571.375262101
10933,9289238.497508122
9302,13737389.474746538
12018,10328652.651668008
6894,9049880.29110662
6401,7249038.572258798
5857,4703848.600582141
1120,19349962.29237189
3806,8714483.859017693
1700,5919062.517514835
11430,5496222.938868706
700,7579542.49558417
6543,15865671.20905785
5210,9022321.576453714
2073,9421830.30482657
1984,12211530.271765193
1557,7912411.725809944
10741,5397357.485559047
